"X","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre"
1657,"11/16/2012","Silver Linings Playbook",21000000,132092958,236412453,"Weinstein Co.","R","Drama"
1658,"4/6/2018","Blockers",21000000,59839515,93442495,"Universal","R","Comedy"
1659,"6/30/1999","South Park: Bigger, Longer & Uncut",21000000,52037603,52037603,"Paramount Pictures","R","Comedy"
1660,"6/18/1982","Firefox",21000000,45785720,45785720,"Warner Bros.","PG","Action"
1661,"3/19/1993","Teenage Mutant Ninja Turtles III",21000000,42273609,42273609,"New Line","PG","Adventure"
1662,"9/14/2001","Hardball",21000000,40222729,43728560,"Paramount Pictures","PG-13","Drama"
1663,"11/5/2010","For Colored Girls",21000000,37729698,38017873,"Lionsgate","R","Drama"
1664,"1/5/2007","Freedom Writers",21000000,36605602,43632609,"Paramount Pictures","PG-13","Drama"
1665,"10/11/2002","The Transporter",21000000,25296447,43928932,"20th Century Fox","PG-13","Action"
1666,"3/14/2008","Never Back Down",21000000,24850922,39319801,"Summit Entertainment","PG-13","Action"
1667,"3/12/1999","The Rage: Carrie 2",21000000,17760244,17760244,"MGM","R","Horror"
1668,"8/1/2008","Swing Vote",21000000,16289867,17589867,"Walt Disney","PG-13","Comedy"
1669,"6/5/2009","Away We Go",21000000,9451946,10108016,"Focus Features","R","Comedy"
1670,"9/27/2002","Moonlight Mile",21000000,6830957,6830957,"Walt Disney","PG-13","Drama"
1671,"5/6/2011","The Beaver",21000000,970816,5046038,"Summit Entertainment","PG-13","Comedy"
1672,"2/24/2017","Bitter Harvest",21000000,557241,606162,"Roadside Attractions","R","Drama"
1673,"7/23/1982","The Best Little Whorehouse in Texas",20500000,69701637,69701637,"Universal","R","Comedy"
1674,"8/11/2006","Pulse",20500000,20264436,30241435,"Weinstein/Dimension","R","Horror"
1675,"6/12/1981","Raiders of the Lost Ark",20000000,225686079,367452079,"Paramount Pictures","PG","Adventure"
1676,"11/20/1992","Home Alone 2: Lost in New York",20000000,173585516,358994850,"20th Century Fox","PG","Adventure"
1677,"11/16/1977","Close Encounters of the Third Kind",20000000,169100479,340800479,"Columbia","PG","Adventure"
1678,"5/20/1987","Beverly Hills Cop II",20000000,153665036,276665036,"Paramount Pictures","R","Action"
1679,"7/19/2013","The Conjuring",20000000,137400141,318000141,"Warner Bros.","R","Horror"
1680,"3/7/2003","Bringing Down the House",20000000,132675402,164675402,"Walt Disney","PG-13","Comedy"
1681,"11/17/2017","Wonder",20000000,132422809,305051118,"Lionsgate","PG","Drama"
1682,"2/14/1992","Wayne's World",20000000,121697323,183097323,"Paramount Pictures","PG-13","Comedy"
1683,"10/15/2010","Jackass 3D",20000000,117229692,171685793,"Paramount Pictures","R","Comedy"
1684,"7/29/2016","Bad Moms",20000000,113257297,180999077,"STX Entertainment","R","Comedy"
1685,"6/16/1978","Jaws 2",20000000,102922376,208900376,"Universal","PG","Horror"
1686,"10/3/2008","Beverly Hills Chihuahua",20000000,94514402,154218168,"Walt Disney","PG","Adventure"
1687,"7/2/2014","Tammy",20000000,84525432,96407655,"Warner Bros.","R","Comedy"
1688,"11/16/2011","The Descendants",20000000,82624961,175507800,"Fox Searchlight","R","Drama"
1689,"10/3/2003","School of Rock",20000000,81261177,131944672,"Paramount Pictures","PG-13","Comedy"
1690,"7/16/1993","Free Willy",20000000,77698625,153698625,"Warner Bros.","PG","Adventure"
1691,"8/18/1995","Mortal Kombat",20000000,70433227,122133227,"New Line","PG-13","Action"
1692,"6/23/2004","White Chicks",20000000,69148997,111448997,"Sony Pictures","PG-13","Comedy"
1693,"4/18/2003","Holes",20000000,67383924,71232214,"Walt Disney","PG","Drama"
1694,"3/31/2010","The Last Song",20000000,62950384,92678948,"Walt Disney","PG","Drama"
1695,"4/2/2010","Why Did I Get Married Too?",20000000,60095852,60831067,"Lionsgate","PG-13","Drama"
1696,"10/23/1998","La vita è bella",20000000,57598247,229385361,"Miramax","PG-13","Drama"
1697,"10/18/2013","12 Years a Slave",20000000,56671993,181025343,"Fox Searchlight","R","Drama"
1698,"12/13/2002","Drumline",20000000,56398162,56398162,"20th Century Fox","PG-13","Comedy"
1699,"6/3/2016","Me Before You",20000000,56245075,208314186,"Warner Bros.","PG-13","Drama"
1700,"4/15/2016","Barbershop: The Next Cut",20000000,54030051,54404202,"Warner Bros.","PG-13","Comedy"
1701,"12/7/1990","Edward Scissorhands",20000000,53976987,53976987,"20th Century Fox","PG-13","Comedy"
1702,"1/9/2015","Selma",20000000,52076908,66776576,"Paramount Pictures","PG-13","Drama"
1703,"2/17/2006","Date Movie",20000000,48548426,85146165,"20th Century Fox","PG-13","Comedy"
1704,"2/15/2002","Peter Pan: Return to Neverland",20000000,48430258,109862682,"Walt Disney","G","Adventure"
1705,"2/14/2003","The Jungle Book 2",20000000,47901582,140122225,"Walt Disney","G","Adventure"
1706,"2/4/2005","Boogeyman",20000000,46752382,67192859,"Sony Pictures","PG-13","Horror"
1707,"2/11/2000","The Tigger Movie",20000000,45542421,96147688,"Walt Disney","G","Adventure"
1708,"11/6/2015","Spotlight",20000000,45055776,92108847,"Open Road","R","Drama"
1709,"6/26/2015","Max",20000000,42656255,43658157,"Warner Bros.","PG","Adventure"
1710,"3/21/2008","Meet the Browns",20000000,41975388,41975388,"Lionsgate","PG-13","Comedy"
1711,"7/24/2009","Orphan",20000000,41596251,78769428,"Warner Bros.","R","Drama"
1712,"11/17/2017","The Star",20000000,40847995,62758010,"Sony Pictures","PG","Adventure"
1713,"1/26/2007","Epic Movie",20000000,39739367,86858578,"20th Century Fox","PG-13","Comedy"
1714,"10/13/2006","The Grudge 2",20000000,39143839,70743839,"Sony Pictures","PG-13","Horror"
1715,"5/14/1982","Conan the Barbarian",20000000,38264085,79114085,"Universal",NA,"Action"
1716,"8/14/1998","How Stella Got Her Groove Back",20000000,37672944,37672944,"20th Century Fox","R","Drama"
1717,"7/19/1991","Bill & Ted's Bogus Journey",20000000,37537675,37537675,"Orion Pictures","PG","Adventure"
1718,"10/13/2006","Man of the Year",20000000,37442180,41342180,"Universal","PG-13","Comedy"
1719,"2/19/2016","Risen",20000000,36880033,46255763,"Sony Pictures","PG-13","Drama"
1720,"8/18/2010","Vampires Suck",20000000,36661504,81424988,"20th Century Fox","PG-13","Comedy"
1721,"3/21/1997","Selena",20000000,35450113,35450113,"Warner Bros.","PG","Drama"
1722,"11/4/2011","A Very Harold & Kumar 3D Christmas",20000000,35061031,36265745,"Warner Bros.","R","Comedy"
1723,"1/4/2013","Texas Chainsaw 3D",20000000,34341945,47666013,"Lionsgate","R","Horror"
1724,"10/27/2006","Babel",20000000,34302837,132121212,"Paramount Vantage","R","Drama"
1725,"9/19/2014","This is Where I Leave You",20000000,34296320,41296320,"Warner Bros.","R","Comedy"
1726,"12/12/2008","Doubt",20000000,33446470,53191101,"Miramax","PG-13","Drama"
1727,"10/15/2004","Team America: World Police",20000000,32774834,50948811,"Paramount Pictures","R","Comedy"
1728,"4/12/2013","Scary Movie V",20000000,32015787,78613981,"Weinstein Co.","PG-13","Comedy"
1729,"11/26/2008","Milk",20000000,31841299,57293371,"Focus Features","R","Drama"
1730,"10/25/2002","Ghost Ship",20000000,30113491,68349884,"Warner Bros.","R","Horror"
1731,"1/8/2010","Daybreakers",20000000,30101577,51445503,"Lionsgate","R","Horror"
1732,"3/31/2000","High Fidelity",20000000,27277055,47881663,"Walt Disney","R","Comedy"
1733,"4/28/2006","Stick It",20000000,26910736,30399714,"Walt Disney","PG-13","Comedy"
1734,"1/4/2008","One Missed Call",20000000,26890041,44513466,"Warner Bros.","PG-13","Horror"
1735,"1/12/1996","Eye for an Eye",20000000,26792700,26792700,"Paramount Pictures","R","Drama"
1736,"8/23/2013","The World's End",20000000,26004851,47508505,"Focus Features","R","Comedy"
1737,"1/19/1996","From Dusk Till Dawn",20000000,25728961,25732986,"Miramax/Dimension","R","Horror"
1738,"9/24/2010","You Again",20000000,25702053,32838945,"Walt Disney","PG","Comedy"
1739,"9/17/2010","Alpha and Omega 3D",20000000,25107267,48958353,"Lionsgate","PG","Adventure"
1740,"3/24/2006","Stay Alive",20000000,23086480,23187506,"Walt Disney","PG-13","Horror"
1741,"10/7/2005","2 For the Money",20000000,22991379,30491379,"Universal","R","Drama"
1742,"8/21/2009","Shorts",20000000,20919166,29870801,"Warner Bros.","PG","Adventure"
1743,"10/30/1998","Vampires",20000000,20268825,20268825,"Sony Pictures","R","Horror"
1744,"8/13/2004","Yu-Gi-Oh",20000000,19762690,28762690,"Warner Bros.","PG","Adventure"
1745,"3/23/2007","Reign Over Me",20000000,19661987,20081987,"Sony Pictures","R","Drama"
1746,"9/19/2008","My Best Friend's Girl",20000000,19219250,34787111,"Lionsgate","R","Comedy"
1747,"5/11/2007","Georgia Rule",20000000,18882880,20819601,"Universal","R","Drama"
1748,"7/31/1981","Under the Rainbow",20000000,18826490,18826490,"Warner Bros.",NA,"Comedy"
1749,"4/12/1985","Ladyhawke",20000000,18400000,18400000,"Warner Bros.",NA,"Action"
1750,"9/21/2007","Into the Wild",20000000,18354356,56822960,"Paramount Vantage","R","Drama"
1751,"9/11/1998","Simon Birch",20000000,18253415,18310591,"Walt Disney","PG","Drama"
1752,"2/11/2005","Pooh's Heffalump Movie",20000000,18098433,55686944,"Walt Disney","G","Adventure"
1753,"9/29/2006","School for Scoundrels",20000000,17807569,17807569,"MGM","PG-13","Comedy"
1754,"10/26/2012","Silent Hill: Revelation 3D",20000000,17530219,55975672,"Open Road","R","Horror"
1755,"11/3/1995","Home for the Holidays",20000000,17468887,22119269,"Paramount Pictures","PG-13","Comedy"
1756,"3/31/2017","The Zookeeper’s Wife",20000000,17445186,24521550,"Focus Features","PG-13","Drama"
1757,"2/20/2009","Fired Up",20000000,17231291,18608570,"Sony Pictures","PG-13","Comedy"
1758,"4/8/2005","Kung Fu Hustle",20000000,17104669,102034104,"Sony Pictures Classics","R","Action"
1759,"7/26/2002","The Country Bears",20000000,16988996,16988996,"Walt Disney","G","Adventure"
1760,"3/16/2007","Dead Silence",20000000,16574590,20614661,"Universal","R","Horror"
1761,"11/21/2003","21 Grams",20000000,16248701,59667625,"Focus Features","R","Drama"
1762,"12/14/2007","The Kite Runner",20000000,15800078,74180745,"Paramount Vantage","PG-13","Drama"
1763,"2/15/1965","The Greatest Story Ever Told",20000000,15473333,15473333,"MGM","G","Drama"
1764,"3/6/1998","Twilight",20000000,15055091,15055091,"Paramount Pictures","R","Drama"
1765,"8/29/2008","Disaster Movie",20000000,14190901,36720752,"Lionsgate","PG-13","Comedy"
1766,"11/14/1997","The Man Who Knew Too Little",20000000,13801755,13801755,"Warner Bros.","PG","Comedy"
1767,"10/30/2015","Burnt",20000000,13651946,36780895,"Weinstein Co.","R","Comedy"
1768,"4/30/2004","Envy",20000000,13548322,14566246,"Dreamworks SKG","PG-13","Comedy"
1769,"10/13/2006","One Night with the King",20000000,13395961,13725032,"Rocky Mountain Pict…","PG","Drama"
1770,"10/21/1994","Bullets Over Broadway",20000000,13383747,13383747,"Miramax","R","Comedy"
1771,"11/22/2002","The Quiet American",20000000,12987647,26348203,"Miramax","R","Drama"
1772,"9/2/2016","The Light Between Oceans",20000000,12545979,21748977,"Walt Disney","PG-13","Drama"
1773,"10/28/2005","The Weather Man",20000000,12482775,15466961,"Paramount Pictures","R","Drama"
1774,"8/23/2002","Undisputed",20000000,12398628,12398628,"Miramax","R","Drama"
1775,"3/27/2009","12 Rounds",20000000,12234694,17306648,"20th Century Fox","PG-13","Action"
1776,"5/6/1994","3 Ninjas Kick Back",20000000,11744960,11744960,"Walt Disney","PG","Action"
1777,"2/22/2008","Be Kind Rewind",20000000,11175164,30894247,"New Line","PG-13","Comedy"
1778,"12/9/2005","Mrs. Henderson Presents",20000000,11036366,27836366,"Weinstein Co.","R","Comedy"
1779,"12/15/1989","We're No Angels",20000000,10555348,10555348,"Paramount Pictures","PG-13","Comedy"
1780,"8/31/2007","Death Sentence",20000000,9534258,16907831,"20th Century Fox","R","Action"
1781,"6/3/2016","Popstar: Never Stop Never Stopping",20000000,9496130,9537120,"Universal","R","Comedy"
1782,"10/27/2017","Thank You for Your Service",20000000,9479390,9985316,"Universal","R","Drama"
1783,"12/4/2009","Everybody's Fine",20000000,9208876,9208876,"Miramax","PG-13","Drama"
1784,"8/27/2004","Superbabies: Baby Geniuses 2",20000000,9109322,9355369,"Sony Pictures","PG","Adventure"
1785,"9/20/2013","Battle of the Year",20000000,8888355,16723377,"Sony Pictures","PG-13","Drama"
1786,"4/29/2016","Ratchet and Clank",20000000,8813410,12769469,"Focus Features","PG","Adventure"
1787,"8/17/2007","Death at a Funeral",20000000,8580428,46790428,"MGM","R","Comedy"
1788,"9/9/2005","The Man",20000000,8330720,10393696,"New Line","PG-13","Comedy"
1789,"1/5/2007","Code Name: The Cleaner",20000000,8135024,8135024,"New Line","PG-13","Comedy"
1790,"12/12/2014","Inherent Vice",20000000,8110975,14772346,"Warner Bros.","R","Drama"
1791,"4/16/2004","Connie & Carla",20000000,8047525,8047525,"Universal","PG-13","Comedy"
1792,"10/11/2013","Machete Kills",20000000,8008161,18273009,"Open Road","R","Action"
1793,"2/24/2006","Doogal",20000000,7578946,28058652,"Weinstein Co.","G","Adventure"
1794,"9/16/2005","Proof",20000000,7535331,8284331,"Miramax","PG-13","Drama"
1795,"10/3/2008","An American Carol",20000000,7013191,7022183,"Vivendi Entertainment","PG-13","Comedy"
1796,"3/14/2003","Willard",20000000,6882696,6882696,"New Line","PG-13","Horror"
1797,"2/1/2008","Strange Wilderness",20000000,6575282,6947084,"Paramount Vantage","R","Comedy"
1798,"4/24/2015","Little Boy",20000000,6485961,17768390,"Open Road","PG-13","Drama"
1799,"10/26/2012","Chasing Mavericks",20000000,6002756,8300821,"20th Century Fox","PG","Drama"
1800,"12/31/2014","A Most Violent Year",20000000,5749134,8398291,"A24","R","Drama"
1801,"11/23/2011","A Dangerous Method",20000000,5702083,14807531,"Sony Pictures Classics","R","Drama"
1802,"8/14/2009","Bandslam",20000000,5210988,12967829,"Summit Entertainment","PG","Comedy"
1803,"1/28/2005","Alone in the Dark",20000000,5178569,8178569,"Lionsgate","R","Horror"
1804,"10/29/2004","Birth",20000000,5005899,14603001,"New Line","R","Drama"
1805,"8/26/2016","Hands of Stone",20000000,4712792,5032013,"Weinstein Co.","R","Drama"
1806,"10/3/2008","Flash of Genius",20000000,4442377,4504111,"Universal","PG-13","Drama"
1807,"11/21/2007","I’m Not There",20000000,4017609,12397613,"Weinstein Co.","R","Drama"
1808,"10/24/2008","Synecdoche, New York",20000000,3083538,4383538,"Sony Pictures Classics","R","Drama"
1809,"11/3/2017","LBJ",20000000,2468683,2507181,"Electric Entertainment","R","Drama"
1810,"10/29/1999","Mononoke-hime",20000000,2374107,150350000,"Miramax","PG-13","Action"
1811,"3/19/2004","Bon Voyage",20000000,2353728,8361736,"Sony Pictures","PG-13","Comedy"
1812,"11/13/2015","My All-American",20000000,2246000,2246000,"Clarius Entertainment","PG","Drama"
1813,"8/22/2003","Marci X",20000000,1646664,1646664,"Paramount Pictures","R","Comedy"
1814,"12/6/2002","Equilibrium",20000000,1190018,5345869,"Miramax/Dimension","R","Action"
1815,"4/29/2011","Dylan Dog: Dead of Night",20000000,1186538,6093725,"Omin/Freestyle","PG-13","Horror"
1816,"5/23/2008","The Children of Huang Shi",20000000,1031872,8221700,"Sony Pictures Classics","R","Drama"
1817,"10/20/2000","The Yards",20000000,882710,2282710,"Miramax","R","Drama"
1818,"8/6/2010","Middle Men",20000000,754301,754301,"Paramount Vantage","R","Comedy"
1819,"12/3/2010","All Good Things",20000000,582024,873617,"Magnolia Pictures","R","Drama"
1820,"11/13/2015","By the Sea",20000000,538460,3727746,"Universal","R","Drama"
1821,"3/18/2005","Steamboy",20000000,468867,10468867,"Sony Pictures","PG-13","Action"
1822,"4/22/2005","The Game of Their Lives",20000000,375474,375474,"IFC Films","PG","Drama"
1823,"12/10/2010","The Tempest",20000000,277943,277943,"Miramax","PG-13","Drama"
1824,"3/7/2008","長江七號 (CJ7)",20000000,206678,47300771,"Sony Pictures Classics","PG","Adventure"
1825,"9/18/2009","The Burning Plain",20000000,200730,1167092,"Magnolia Pictures","R","Drama"
1826,"3/31/2004","The Touch",20000000,0,5918742,"Miramax","PG-13","Adventure"
1827,"8/29/2014","Dwegons and Leprechauns",20000000,0,0,NA,"PG","Adventure"
1828,"8/21/2009","Der Baader Meinhof Komplex",19700000,476270,16498827,"Vitagraph Films","R","Action"
1829,"12/1/2017","The Shape of Water",19500000,63859435,189258193,"Fox Searchlight","R","Drama"
1830,"11/23/2012","De rouille et d’os",19500000,2061449,29393634,"Sony Pictures Classics","R","Drama"
1831,"12/20/2006","The Painted Veil",19400000,8060487,15118795,"Warner Independent","PG-13","Drama"
1832,"7/29/2011","The Devil's Double",19100000,1361512,5965646,"Lionsgate","R","Drama"
1833,"7/3/1985","Back to the Future",19000000,212259762,385524862,"Universal","PG","Adventure"
1834,"7/7/2000","Scary Movie",19000000,157019771,277200000,"Miramax/Dimension","R","Comedy"
1835,"6/24/2011","Bad Teacher",19000000,100292856,215448997,"Sony Pictures","R","Comedy"
1836,"8/12/2016","Sausage Party",19000000,97670358,141354394,"Sony Pictures","R","Comedy"
1837,"9/11/2009","I Can Do Bad All By Myself",19000000,51733921,51733921,"Lionsgate","PG-13","Comedy"
1838,"5/23/1980","The Shining",19000000,44017374,44728227,"Warner Bros.","R","Horror"
1839,"10/26/2001","Thirteen Ghosts",19000000,41867960,68467960,"Warner Bros.","R","Horror"
1840,"10/29/1999","House on Haunted Hill",19000000,40846082,65090541,"Warner Bros.","R","Horror"
1841,"1/16/2009","Notorious",19000000,36843682,44972183,"Fox Searchlight","R","Drama"
1842,"11/8/2013","The Book Thief",19000000,21488481,76086711,"20th Century Fox","PG-13","Drama"
1843,"10/19/2007","Gone, Baby, Gone",19000000,20300218,34352162,"Miramax","R","Drama"
1844,"7/26/2000","Thomas and the Magic Railroad",19000000,15911332,15911332,"Destination Films","G","Adventure"
1845,"9/20/2002","Sen to Chihiro no Kamikakushi",19000000,10049886,274949886,"Walt Disney","PG","Adventure"
1846,"10/17/2008","Sex Drive",19000000,8402485,10412485,"Summit Entertainment","R","Comedy"
1847,"1/9/1998","Firestorm",19000000,8123860,8123860,"20th Century Fox","R","Action"
1848,"3/4/2011","Take Me Home Tonight",19000000,6928068,7576604,"Relativity","R","Comedy"
1849,"9/28/2012","Won't Back Down",19000000,5310554,5745503,"20th Century Fox","PG","Drama"
1850,"6/1/2018","Action Point",19000000,5059608,5103675,"Paramount Pictures","R","Comedy"
1851,"8/16/1996","Kansas City",19000000,1353824,1353824,"New Line","R","Drama"
1852,"6/24/2005","George A. Romero's Land of the Dead",18975000,20700082,47751015,"Universal","R","Horror"
1853,"12/6/2002","Adaptation",18500000,22498520,32531759,"Sony Pictures","R","Comedy"
1854,"10/2/2009","The Invention of Lying",18500000,18451251,32679264,"Warner Bros.","PG-13","Comedy"
1855,"5/22/1998","Fear and Loathing in Las Vegas",18500000,10680275,13711903,"Universal","R","Comedy"
1856,"2/2/2001","Left Behind",18500000,4221341,4221341,"Cloud Ten Pictures","PG-13","Drama"
1857,"11/3/2006","Borat",18000000,128505958,261443242,"20th Century Fox","R","Comedy"
1858,"7/29/1994","The Mask",18000000,119920129,351620129,"New Line","PG-13","Comedy"
1859,"6/3/1988","Big",18000000,114968774,151668774,"20th Century Fox","PG","Comedy"
1860,"7/13/2001","Legally Blonde",18000000,96493426,141809235,"MGM","PG-13","Comedy"
1861,"4/30/2004","Mean Girls",18000000,86047227,130953026,"Paramount Pictures","PG-13","Comedy"
1862,"6/1/1984","Star Trek III: The Search for Spock",18000000,76471046,87000000,"Paramount Pictures","PG","Adventure"
1863,"9/9/2005","The Exorcism of Emily Rose",18000000,75072454,144529078,"Sony Pictures","PG-13","Horror"
1864,"12/10/1999","Deuce Bigalow: Male Gigolo",18000000,65535067,92935067,"Walt Disney","R","Comedy"
1865,"1/1/2004","Barbershop 2: Back in Business",18000000,65070412,65842412,"MGM","PG-13","Comedy"
1866,"12/16/2005","The Family Stone",18000000,60062868,92357499,"20th Century Fox","PG-13","Comedy"
1867,"6/12/1987","Predator",18000000,59735548,98267558,"20th Century Fox","R","Action"
1868,"3/25/2016","My Big Fat Greek Wedding 2",18000000,59689605,92057814,"Universal","PG-13","Comedy"
1869,"3/25/2011","Diary of a Wimpy Kid: Rodrick Rules",18000000,52698535,73695194,"20th Century Fox","PG","Adventure"
1870,"9/19/1984","Amadeus",18000000,51973029,51973029,"Warner Bros.","R","Drama"
1871,"4/11/2008","Prom Night",18000000,43869350,57193655,"Sony Pictures","PG-13","Horror"
1872,"4/8/2011","Soul Surfer",18000000,43853424,47158652,"Sony Pictures","PG","Drama"
1873,"9/26/2003","Under the Tuscan Sun",18000000,43601508,57490024,"Walt Disney","PG-13","Comedy"
1874,"10/10/1986","Peggy Sue Got Married",18000000,41382841,41382841,"Sony/TriStar","PG-13","Comedy"
1875,"12/26/2001","Gosford Park",18000000,41300105,41300105,"USA Films","R","Comedy"
1876,"1/11/2002","Orange County",18000000,41059716,43308707,"Paramount Pictures","PG-13","Comedy"
1877,"7/26/2013","Blue Jasmine",18000000,33404871,102912961,"Sony Pictures Classics","PG-13","Comedy"
1878,"4/28/2006","United 93",18000000,31567134,77635035,"Universal","R","Drama"
1879,"12/5/2003","Honey",18000000,30272254,62646763,"Universal","PG-13","Drama"
1880,"5/24/1996","Spy Hard",18000000,26936265,26936265,"Walt Disney","PG-13","Comedy"
1881,"8/7/2015","Ricki and the Flash",18000000,26839498,41166033,"Sony Pictures","PG-13","Drama"
1882,"12/13/1989","Glory",18000000,26593580,26593580,"Sony Pictures","R","Action"
1883,"6/29/1984","Conan the Destroyer",18000000,26400000,26400000,"Universal",NA,"Action"
1884,"11/13/2015","Love the Coopers",18000000,26302731,42227490,"CBS Films","PG-13","Comedy"
1885,"6/24/1970","Catch-22",18000000,24911670,24911670,"Paramount Pictures",NA,"Comedy"
1886,"4/10/2009","Observe and Report",18000000,24007324,27148898,"Warner Bros.","R","Comedy"
1887,"9/18/2009","Love Happens",18000000,22965110,36133014,"Universal","PG-13","Drama"
1888,"12/4/1985","Young Sherlock Holmes",18000000,19739000,19739000,"Paramount Pictures","PG-13","Adventure"
1889,"11/5/2010","127 Hours",18000000,18335230,60217171,"Fox Searchlight","R","Drama"
1890,"5/19/2000","Small Time Crooks",18000000,17266359,29934477,"Dreamworks SKG","PG","Comedy"
1891,"5/12/2000","Center Stage",18000000,17200925,21361109,"Sony Pictures","PG-13","Drama"
1892,"1/15/2016","Norm of the North",18000000,17062499,30535660,"Lionsgate","PG","Adventure"
1893,"2/6/2004","Catch That Kid",18000000,16703799,16959614,"20th Century Fox","PG","Adventure"
1894,"8/16/2013","Jobs",18000000,16131410,43402515,"Open Road","PG-13","Drama"
1895,"10/26/2001","Life as a House",18000000,15652637,23889158,"New Line","R","Drama"
1896,"1/8/2010","Youth in Revolt",18000000,15285588,19685588,"Weinstein/Dimension","R","Comedy"
1897,"7/25/2014","And So It Goes",18000000,15160801,17868801,"Clarius Entertainment","PG-13","Comedy"
1898,"7/10/2009","I Love You, Beth Cooper",18000000,14800725,16382538,"20th Century Fox","PG-13","Comedy"
1899,"1/31/2014","Labor Day",18000000,13371528,14189810,"Paramount Pictures","PG-13","Drama"
1900,"9/26/1997","The Ice Storm",18000000,8038061,16011975,"Fox Searchlight","R","Drama"
1901,"10/15/2004","Being Julia",18000000,7739049,14488705,"Sony Pictures","R","Drama"
1902,"3/22/1989","Troop Beverly Hills",18000000,7190505,7190505,"Sony Pictures",NA,"Comedy"
1903,"2/21/1986","Nine 1/2 Weeks",18000000,6734844,6734844,"MGM",NA,"Drama"
1904,"1/15/2010","The Last Station",18000000,6617867,15696146,"Sony Pictures Classics","R","Drama"
1905,"6/26/1981","Dragonslayer",18000000,6000000,6000000,"Paramount Pictures",NA,"Action"
1906,"9/30/1994","Ed Wood",18000000,5828466,5828466,"Walt Disney","R","Comedy"
1907,"6/6/2008","Mongol",18000000,5705761,27147349,"Picturehouse","R","Drama"
1908,"10/8/2008","RocknRolla",18000000,5700626,27794339,"Warner Bros.","R","Action"
1909,"6/25/1982","Megaforce",18000000,5675599,5675599,"20th Century Fox",NA,"Action"
1910,"8/20/2010","Mao's Last Dancer",18000000,4806750,25941437,"Samuel Goldwyn Films","PG","Drama"
1911,"4/11/2014","The Railway Man",18000000,4438438,23910210,"Weinstein Co.","R","Drama"
1912,"12/29/1995","Restoration",18000000,4100000,4100000,"Miramax","R","Drama"
1913,"3/18/2016","Midnight Special",18000000,3712282,7680250,"Warner Bros.","PG-13","Drama"
1914,"11/25/2016","Miss Sloane",18000000,3500605,7727952,"EuropaCorp","R","Drama"
1915,"3/17/2017","T2: Trainspotting",18000000,2402004,42091497,"Sony Pictures","R","Drama"
1916,"4/25/1986","8 Million Ways to Die",18000000,1305114,1305114,"Sony Pictures",NA,"Action"
1917,"9/22/2006","Renaissance",18000000,70644,2401413,"Miramax","R","Action"
1918,"4/15/2016","I Am Wrath",18000000,0,309608,"Saban Films","R","Action"
1919,"8/22/2014","The Prince",18000000,0,0,"Lionsgate","R","Action"
1920,"6/28/1985","Red Sonja",17900000,6905861,6908640,"MGM","PG-13","Action"
1921,"8/17/2007","Superbad",17500000,121463226,169955142,"Sony Pictures","R","Comedy"
1922,"2/20/2009","Madea Goes To Jail",17500000,90508336,90508336,"Lionsgate","PG-13","Comedy"
1923,"2/14/2008","Step Up 2 the Streets",17500000,58017783,148586910,"Walt Disney","PG-13","Drama"
1924,"1/13/2006","Hoodwinked",17500000,51386611,109843390,"Weinstein Co.","PG","Adventure"
1925,"11/21/2007","Hitman",17500000,39687694,99135571,"20th Century Fox","R","Action"
1926,"12/22/2004","Hotel Rwanda",17500000,23519128,36521223,"MGM","PG-13","Drama"
1927,"8/25/2006","Beerfest",17500000,19185184,20159316,"Warner Bros.","R","Comedy"
1928,"4/25/2003","City of Ghosts",17500000,325491,325491,"MGM","R","Drama"
1929,"4/6/2018","A Quiet Place",17000000,188024361,334524361,"Paramount Pictures","PG-13","Horror"
1930,"8/10/2001","The Others",17000000,96522687,207765056,"Miramax","PG-13","Horror"
1931,"7/18/1986","Aliens",17000000,85160248,183316455,"20th Century Fox","R","Action"
1932,"8/13/2014","Let’s Be Cops",17000000,82390774,136890774,"20th Century Fox","R","Comedy"
1933,"10/17/1997","I Know What You Did Last Summer",17000000,72250091,125250091,"Sony Pictures","R","Horror"
1934,"10/22/2004","Sideways",17000000,71502303,109793192,"Fox Searchlight","R","Drama"
1935,"11/15/2013","The Best Man Holiday",17000000,70525195,72835710,"Universal","R","Comedy"
1936,"9/28/2012","Pitch Perfect",17000000,65001093,116044347,"Universal","PG-13","Comedy"
1937,"8/5/1998","Halloween: H2O",17000000,55041738,55041738,"Miramax","R","Horror"
1938,"4/5/2013","Evil Dead",17000000,54239856,97778356,"Sony Pictures","R","Horror"
1939,"8/27/2004","Jet Li's Hero",17000000,53652140,177535958,"Miramax","PG-13","Action"
1940,"10/29/2010","Saw 3D",17000000,45710178,133735284,"Lionsgate","R","Horror"
1941,"2/20/2015","McFarland, USA",17000000,44480275,45707924,"Walt Disney","PG","Drama"
1942,"11/11/2016","Almost Christmas",17000000,42065185,42493506,"Universal","PG-13","Drama"
1943,"3/10/2006","The Hills Have Eyes",17000000,41778863,70355813,"Fox Searchlight","R","Horror"
1944,"10/10/2003","Good Boy!",17000000,37667746,45312217,"MGM","PG","Adventure"
1945,"1/26/2007","Smokin' Aces",17000000,35662731,57263440,"Universal","R","Comedy"
